file	start	end	angles
src-app/ui/src/modules/chat/components/ConversationList.tsx	77	100	correctness,state-management,concurrency,perf,maintainability,patterns-conformance,design-conformance
src-app/ui/src/modules/chat/components/ConversationList.tsx	102	103	correctness,state-management,concurrency,perf,patterns-conformance,design-conformance
src-app/ui/src/modules/chat/components/ConversationList.tsx	111	128	correctness,modularity,extensibility,maintainability,wired-and-behaving,design-conformance,a11y,i18n/copy
src-app/ui/src/modules/chat/pages/ChatHistoryPage.tsx	54	74	correctness,concurrency,api-contract,patterns-conformance,wired-and-behaving,maintainability,design-conformance
src-app/ui/tests/e2e/perf/boot-tier-permission-gate.spec.ts	1	351	tests-quality,test-reality,perms/authz,security,design-conformance,correctness,perf
src-app/ui/tests/e2e/perf/chats-list-single-fetch.spec.ts	1	279	tests-quality,test-reality,security,correctness,perf,design-conformance,state-management
src-app/ui/src/dev/gallery/STATE_MATRIX.md	11	11	patterns-conformance,maintainability,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	479	487	patterns-conformance,maintainability,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	913	918	patterns-conformance,maintainability,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	7	7	patterns-conformance,maintainability,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	403	411	patterns-conformance,maintainability,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	795	800	patterns-conformance,maintainability,tests-quality
