file	start	end	angles
src-app/ui/src/modules/scheduler/pages/SchedulerAdminPage.tsx	1	45	correctness,design-conformance,precedent-fidelity,maintainability
src-app/ui/src/modules/scheduler/pages/SchedulerAdminPage.tsx	46	93	correctness,state-management,api-contract,concurrency,perms-authz
src-app/ui/src/modules/scheduler/pages/SchedulerAdminPage.tsx	94	135	correctness,error-handling,design-conformance,precedent-fidelity
src-app/ui/src/modules/scheduler/pages/SchedulerAdminPage.tsx	136	175	perms-authz,design-conformance,precedent-fidelity,concurrency
src-app/ui/src/modules/scheduler/pages/SchedulerAdminPage.tsx	176	260	a11y,i18n-copy,design-conformance,responsive-fidelity,scope-drift
src-app/ui/tests/e2e/helpers/label-starvation.ts	1	170	maintainability,modularity,test-reality,correctness
src-app/ui/tests/e2e/visual/form-label-starvation.spec.ts	1	185	test-reality,tests-quality,responsive-fidelity,wired-and-behaving
src-app/ui/tests/e2e/14-scheduler/admin-settings-layout.spec.ts	1	225	tests-quality,patterns-conformance,security,test-reality,scope-drift
src-app/ui/gallery.config.json	1	40	wired-and-behaving,scope-drift,test-reality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	1	4000	correctness,maintainability,wired-and-behaving
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	1	4000	correctness,maintainability,wired-and-behaving
sdk	1	1	extensibility,scope-drift,process,maintainability
agent-kit	1	1	scope-drift,process,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.md	1	4000	correctness,maintainability,wired-and-behaving
src-app/ui/src/dev/gallery/RUNTIME_FINDINGS.jsonl	1	20000	correctness,maintainability,wired-and-behaving
