file	start	end	angles
sdk	1	1	correctness,security,api-contract,modularity,design-conformance
src-app/desktop/ui/src/core/local-override-resolver.test.ts	1	120	tests-quality,correctness,security,patterns-conformance
src-app/ui/scripts/node-test-hooks.mjs	1	64	correctness,security,perms,maintainability,modularity,tests-quality
src-app/ui/src/api-client/inflight.test.ts	1	241	tests-quality,correctness,concurrency,modularity,design-conformance
src-app/ui/src/api-client/lazy-dispatch.test.ts	1	160	tests-quality,correctness,concurrency,modularity,design-conformance
src-app/ui/src/api-client/shared-infra.test.ts	1	151	tests-quality,correctness,state-management,modularity,design-conformance
src-app/ui/src/core/__test-stubs__/framework-permissions.ts	1	36	security,perms,modularity,api-friendliness,maintainability
src-app/ui/src/core/overrides/OVERRIDE_MANIFEST.md	1	40	correctness,patterns-conformance,maintainability
src-app/ui/src/dev/gallery/STATE_MATRIX.md	1	5000	patterns-conformance,maintainability,design-conformance
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	1	5000	patterns-conformance,maintainability,design-conformance
src-app/ui/src/modules/auth/Auth.store.ts	1	900	correctness,concurrency,state-management,error-handling,security,perms,api-friendliness,maintainability,design-conformance
src-app/ui/src/modules/auth/bootSessionVerify.desktop.ts	1	20	correctness,security,api-contract,modularity,design-conformance
src-app/ui/src/modules/auth/bootSessionVerify.ts	1	36	correctness,security,api-contract,patterns-conformance,design-conformance
src-app/ui/src/modules/auth/meFreshness.test.ts	1	99	tests-quality,correctness,concurrency,design-conformance
src-app/ui/src/modules/auth/meFreshness.ts	1	70	correctness,concurrency,state-management,modularity,perms,design-conformance
src-app/ui/src/modules/auth/module.tsx	1	95	correctness,security,api-contract,patterns-conformance,design-conformance
src-app/ui/src/modules/auth/syncBackoff.test.ts	1	52	tests-quality,correctness,maintainability,patterns-conformance
src-app/ui/src/modules/loadContext.nochange.test.ts	1	61	tests-quality,security,perms,design-conformance
src-app/ui/tests/e2e/perf/boot-parallelism.spec.ts	1	160	tests-quality,correctness,state-management,maintainability,patterns-conformance,design-conformance
