file	start	end	angles
sdk	1	1	correctness,patterns-conformance,maintainability
src-app/desktop/ui/package.json	69	73	correctness,patterns-conformance,api-contract
src-app/desktop/ui/scripts/gen-overlay-registry.mjs	59	96	correctness,patterns-conformance,maintainability
src-app/desktop/ui/src/dev/gallery/GALLERY_SEED_MANIFEST.md	11	23	correctness,patterns-conformance,maintainability
src-app/desktop/ui/src/dev/gallery/STATE_MATRIX.md	74	150	correctness,patterns-conformance,maintainability
src-app/desktop/ui/src/dev/gallery/stateMatrix.generated.ts	63	134	correctness,patterns-conformance,maintainability
src-app/ui/src/dev/gallery/STATE_MATRIX.md	11	3477	correctness,patterns-conformance,maintainability
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	7	3177	correctness,patterns-conformance,maintainability
src-app/ui/src/index.ts	13	19	correctness,modularity,patterns-conformance,api-contract
src-app/ui/src/modules/chat/core/extensions/registry.tsx	111	203	correctness,concurrency,state-management,error-handling,modularity,maintainability
src-app/ui/src/modules/chat/core/stores/chat/index.ts	739	748	correctness,state-management,modularity
src-app/ui/src/modules/loader.desktop.ts	104	139	correctness,perms-authz,patterns-conformance,maintainability
