file	start	end	angles
src-app/ui/plugins/vite-plugin-eager-render-graph.js	1	156	correctness,error-handling,maintainability,modularity,extensibility,patterns-conformance
src-app/ui/plugins/vite-plugin-eager-render-graph.test.mjs	1	136	tests-quality,patterns-conformance,correctness
src-app/ui/tests/e2e/chat/markdown-rendering.spec.ts	141	141	i18n-copy,tests-quality,maintainability
src-app/ui/tests/fixtures/e2e-static-middleware.mjs	1	150	security,error-handling,concurrency,perf,correctness,maintainability
src-app/ui/tests/fixtures/e2e-static-middleware.test.mjs	1	183	tests-quality,patterns-conformance,correctness
src-app/ui/tests/fixtures/test-context.ts	535	538	generated-string,api-contract,plan-coverage,correctness
src-app/ui/tests/fixtures/test-context.ts	540	540	generated-string,api-contract,modularity
src-app/ui/tests/fixtures/test-context.ts	556	556	api-friendliness,maintainability,patterns-conformance
src-app/ui/tests/fixtures/test-context.ts	558	565	generated-string,correctness,plan-coverage,security
src-app/ui/tests/global-setup.ts	238	243	generated-string,api-contract,patterns-conformance
src-app/ui/tests/global-setup.ts	251	251	plan-coverage,correctness,extensibility
src-app/ui/tests/global-setup.ts	283	285	maintainability,plan-coverage,patterns-conformance
