file	start	end	angles
sdk	1	1	correctness,build-correctness,tests-quality,maintainability
src-app/ui/tests/fixtures/harness-process.ts	1	126	correctness,concurrency,error-handling,modularity,maintainability
src-app/ui/tests/fixtures/test-context.ts	13	17	correctness,modularity,maintainability
src-app/ui/tests/fixtures/test-context.ts	221	224	correctness,state-management,api-contract
src-app/ui/tests/fixtures/test-context.ts	246	276	correctness,concurrency,security,error-handling
src-app/ui/tests/fixtures/test-context.ts	360	367	correctness,concurrency,error-handling
src-app/ui/tests/fixtures/test-context.ts	415	434	correctness,patterns-conformance,maintainability,modularity
src-app/ui/tests/fixtures/test-context.ts	443	444	correctness,perf,maintainability
src-app/ui/tests/fixtures/test-context.ts	500	502	correctness,concurrency,error-handling
src-app/ui/tests/fixtures/test-context.ts	698	707	correctness,concurrency,error-handling,maintainability
src-app/ui/tests/fixtures/test-context.ts	812	816	correctness,perf,patterns-conformance
src-app/ui/tests/global-setup.ts	2	2	correctness,modularity,maintainability
src-app/ui/tests/global-setup.ts	5	5	correctness,modularity,maintainability
src-app/ui/tests/global-setup.ts	11	16	correctness,modularity,maintainability
src-app/ui/tests/global-setup.ts	333	473	correctness,concurrency,security,error-handling,state-management,tests-quality
