file	start	end	angles
sdk	1	1	correctness,patterns-conformance,maintainability
src-app/ui/src/dev/gallery/STATE_MATRIX.md	11	11	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	241	242	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	531	531	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	651	655	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	705	711	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	843	847	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	1103	1107	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	1115	1124	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	1132	1135	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	1143	1146	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	1154	1156	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	1164	1167	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	1175	1178	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	2633	2636	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	2815	2819	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	3115	3117	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	3125	3135	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	3143	3146	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	3200	3202	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	3210	3218	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/STATE_MATRIX.md	3777	3784	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/fixtures/longToolDescription.ts	1	23	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	7	7	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	187	188	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	453	453	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	561	565	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	609	615	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	732	736	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	974	978	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	985	994	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	1001	1004	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	1011	1014	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	1021	1023	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	1030	1033	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	1040	1043	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	2393	2396	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	2561	2565	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	2842	2844	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	2851	2861	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	2868	2871	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	2921	2923	patterns-conformance,maintainability,plan-coverage,tests-quality
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	2930	2938	patterns-conformance,maintainability,plan-coverage,tests-quality
