file	start	end	angles
src-app/server/src/common/mod.rs	5	5	modularity,patterns-conformance,maintainability
src-app/server/src/common/tool_args.rs	1	784	security,correctness,error-handling,tests-quality,api-friendliness,extensibility,modularity,perf
src-app/server/src/modules/background_mcp/tools.rs	42	67	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/background_mcp/tools.rs	196	201	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/background_mcp/tools.rs	1092	1136	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/citations/handlers.rs	206	209	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/citations/handlers.rs	292	296	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/citations/handlers.rs	311	313	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/citations/handlers.rs	359	394	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/citations/handlers.rs	396	405	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/citations/handlers.rs	417	438	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/citations/handlers.rs	849	914	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/control_mcp/handlers.rs	1154	1190	security,correctness,api-contract,error-handling,behaviour-change,tests-quality
src-app/server/src/modules/control_mcp/handlers.rs	1198	1208	security,correctness,api-contract,error-handling,behaviour-change,tests-quality
src-app/server/src/modules/control_mcp/handlers.rs	1213	1221	security,correctness,api-contract,error-handling,behaviour-change,tests-quality
src-app/server/src/modules/control_mcp/handlers.rs	1373	1393	security,correctness,api-contract,error-handling,behaviour-change,tests-quality
src-app/server/src/modules/control_mcp/handlers.rs	1405	1410	security,correctness,api-contract,error-handling,behaviour-change,tests-quality
src-app/server/src/modules/control_mcp/handlers.rs	2146	2254	security,correctness,api-contract,error-handling,behaviour-change,tests-quality
src-app/server/src/modules/knowledge_base/handlers.rs	139	157	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/knowledge_base/handlers.rs	163	168	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/knowledge_base/handlers.rs	660	703	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/lit_search/handlers.rs	153	179	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/lit_search/handlers.rs	205	206	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/lit_search/handlers.rs	463	464	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/lit_search/handlers.rs	532	533	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/lit_search/handlers.rs	549	560	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/lit_search/handlers.rs	633	634	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/lit_search/handlers.rs	642	652	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/lit_search/handlers.rs	808	809	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/lit_search/handlers.rs	1532	1580	correctness,error-handling,behaviour-change,tests-quality,api-friendliness
src-app/server/src/modules/mcp/chat_extension/helpers.rs	213	223	security,correctness,error-handling,design-conformance,tests-quality,behaviour-change
src-app/server/src/modules/mcp/chat_extension/helpers.rs	234	338	security,correctness,error-handling,design-conformance,tests-quality,behaviour-change
src-app/server/src/modules/mcp/chat_extension/helpers.rs	403	407	security,correctness,error-handling,design-conformance,tests-quality,behaviour-change
src-app/server/src/modules/mcp/chat_extension/helpers.rs	410	413	security,correctness,error-handling,design-conformance,tests-quality,behaviour-change
src-app/server/src/modules/mcp/chat_extension/helpers.rs	418	425	security,correctness,error-handling,design-conformance,tests-quality,behaviour-change
