file	start	end	angles
sdk	1	1	dead-code,test-quality,modularity-coupling
src-app/desktop/ui/src/api-client/apiEndpoints.ts	279	279	cross-platform,api-contract,dead-code
src-app/server/seeds/showcase/README.md	15	15	security-authz,security-secrets,api-contract,correctness-logic,concurrency-lifecycle,error-handling,data-integrity-db,dead-code,test-quality,modularity-coupling,performance,cross-platform
src-app/server/seeds/showcase/README.md	78	84	security-authz,security-secrets,api-contract,correctness-logic,concurrency-lifecycle,error-handling,data-integrity-db,dead-code,test-quality,modularity-coupling,performance,cross-platform
src-app/server/seeds/showcase/README.md	118	128	security-authz,security-secrets,api-contract,correctness-logic,concurrency-lifecycle,error-handling,data-integrity-db,dead-code,test-quality,modularity-coupling,performance,cross-platform
src-app/server/seeds/showcase/showcase.sql	892	1130	security-authz,security-secrets,api-contract,correctness-logic,concurrency-lifecycle,error-handling,data-integrity-db,dead-code,test-quality,modularity-coupling,performance,cross-platform
src-app/server/seeds/showcase/showcase.sql	1497	1581	security-authz,security-secrets,api-contract,correctness-logic,concurrency-lifecycle,error-handling,data-integrity-db,dead-code,test-quality,modularity-coupling,performance,cross-platform
src-app/server/seeds/showcase/showcase.sql	1726	1821	security-authz,security-secrets,api-contract,correctness-logic,concurrency-lifecycle,error-handling,data-integrity-db,dead-code,test-quality,modularity-coupling,performance,cross-platform
src-app/server/src/lib.rs	63	67	security-authz,security-secrets,api-contract,correctness-logic,concurrency-lifecycle,error-handling,data-integrity-db,dead-code,test-quality,modularity-coupling,performance,cross-platform
src-app/server/src/modules/chat/agent_host/gate.rs	558	603	security-authz,security-secrets,api-contract,correctness-logic,concurrency-lifecycle,error-handling,data-integrity-db,dead-code,test-quality,modularity-coupling,performance,cross-platform
src-app/server/src/modules/chat/agent_host/gate.rs	615	615	security-authz,security-secrets,api-contract,correctness-logic,concurrency-lifecycle,error-handling,data-integrity-db,dead-code,test-quality,modularity-coupling,performance,cross-platform
src-app/server/src/modules/chat/agent_host/resolver.rs	285	291	security-authz,security-secrets,api-contract,correctness-logic,concurrency-lifecycle,error-handling,data-integrity-db,dead-code,test-quality,modularity-coupling,performance,cross-platform
