file	start	end	angles
src-app/server/src/modules/voice/mod.rs	107	117	resource-lifecycle,concurrency,correctness,error-handling
src-app/server/src/modules/voice/model.rs	59	94	root-cause-verification,correctness,security,api-contract,docs-accuracy,dead-code
src-app/server/src/modules/voice/model.rs	96	190	root-cause-verification,correctness,security,api-contract,docs-accuracy,dead-code
src-app/server/src/modules/voice/model.rs	545	547	correctness,error-handling,resource-lifecycle,security
src-app/server/src/modules/voice/model.rs	578	582	correctness,error-handling,resource-lifecycle,security
src-app/server/src/modules/voice/model.rs	584	584	correctness,error-handling,resource-lifecycle,security
src-app/server/src/modules/voice/model.rs	695	702	resource-lifecycle,correctness,concurrency,cross-platform,error-handling
src-app/server/src/modules/voice/model.rs	706	758	resource-lifecycle,correctness,concurrency,cross-platform,error-handling
src-app/server/src/modules/voice/model.rs	761	761	resource-lifecycle,correctness,concurrency,cross-platform,error-handling
src-app/server/src/modules/voice/model.rs	814	856	test-faithfulness,correctness,resource-lifecycle,test-coverage-claims
src-app/server/src/modules/voice/model.rs	859	863	test-faithfulness,correctness,resource-lifecycle,test-coverage-claims
src-app/server/src/modules/voice/model.rs	865	866	test-faithfulness,correctness,resource-lifecycle,test-coverage-claims
src-app/server/src/modules/voice/model.rs	868	868	test-faithfulness,correctness,resource-lifecycle,test-coverage-claims
src-app/server/src/modules/voice/model.rs	870	870	test-faithfulness,correctness,resource-lifecycle,test-coverage-claims
src-app/server/src/modules/voice/model.rs	872	872	test-faithfulness,correctness,resource-lifecycle,test-coverage-claims
src-app/server/src/modules/voice/model.rs	877	988	test-faithfulness,correctness,resource-lifecycle,test-coverage-claims
src-app/server/src/modules/voice/model.rs	1002	1076	test-faithfulness,correctness,resource-lifecycle,test-coverage-claims
src-app/server/src/modules/voice/model_handlers.rs	565	570	correctness,security,error-handling,api-contract,resource-lifecycle
src-app/server/tests/voice/mod.rs	146	179	resource-lifecycle,concurrency,correctness,error-handling
src-app/server/tests/voice/mod.rs	184	184	resource-lifecycle,concurrency,correctness,error-handling
src-app/server/tests/voice/mod.rs	281	318	resource-lifecycle,concurrency,correctness,error-handling
src-app/server/tests/voice/model_management_test.rs	102	106	test-faithfulness,test-coverage-claims,correctness,resource-lifecycle
src-app/server/tests/voice/model_management_test.rs	134	152	test-faithfulness,test-coverage-claims,correctness,resource-lifecycle
src-app/server/tests/voice/model_management_test.rs	603	603	test-faithfulness,test-coverage-claims,correctness,resource-lifecycle
src-app/server/tests/voice/model_management_test.rs	655	655	test-faithfulness,test-coverage-claims,correctness,resource-lifecycle
src-app/server/tests/voice/model_management_test.rs	657	657	test-faithfulness,test-coverage-claims,correctness,resource-lifecycle
src-app/server/tests/voice/model_management_test.rs	808	808	test-faithfulness,test-coverage-claims,correctness,resource-lifecycle
src-app/server/tests/voice/model_management_test.rs	900	900	test-faithfulness,test-coverage-claims,correctness,resource-lifecycle
src-app/server/tests/voice/model_management_test.rs	1124	1124	test-faithfulness,test-coverage-claims,correctness,resource-lifecycle
src-app/server/tests/voice/model_management_test.rs	1126	1126	test-faithfulness,test-coverage-claims,correctness,resource-lifecycle
src-app/server/tests/voice/model_management_test.rs	1326	1616	test-faithfulness,test-coverage-claims,correctness,resource-lifecycle
src-app/ui/src/dev/gallery/STATE_MATRIX.md	10	11	plan-fidelity,dead-code,correctness,docs-accuracy
src-app/ui/src/dev/gallery/STATE_MATRIX.md	3999	4011	plan-fidelity,dead-code,correctness,docs-accuracy
src-app/ui/src/dev/gallery/STATE_MATRIX.md	4019	4039	plan-fidelity,dead-code,correctness,docs-accuracy
src-app/ui/src/dev/gallery/coverage.ts	437	437	plan-fidelity,dead-code,correctness,docs-accuracy
src-app/ui/src/dev/gallery/galleryCoverage.generated.ts	2	2	plan-fidelity,dead-code,correctness,docs-accuracy
src-app/ui/src/dev/gallery/galleryCoverage.generated.ts	381	381	plan-fidelity,dead-code,correctness,docs-accuracy
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	7	7	plan-fidelity,dead-code,correctness,docs-accuracy
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	3656	3668	plan-fidelity,dead-code,correctness,docs-accuracy
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	3675	3694	plan-fidelity,dead-code,correctness,docs-accuracy
src-app/ui/src/modules/voice/components/AvailableModelsCard.tsx	23	24	ui-presentation,accessibility,design-system,correctness,plan-fidelity
src-app/ui/src/modules/voice/components/AvailableModelsCard.tsx	214	218	ui-presentation,accessibility,design-system,correctness,plan-fidelity
src-app/ui/src/modules/voice/components/AvailableModelsCard.tsx	276	281	ui-presentation,accessibility,design-system,correctness,plan-fidelity
src-app/ui/src/modules/voice/components/AvailableModelsCard.tsx	299	307	ui-presentation,accessibility,design-system,correctness,plan-fidelity
src-app/ui/src/modules/voice/components/AvailableModelsCard.tsx	324	328	ui-presentation,accessibility,design-system,correctness,plan-fidelity
src-app/ui/src/modules/voice/components/AvailableVersionsCard.tsx	21	22	ui-presentation,accessibility,design-system,correctness,plan-fidelity
src-app/ui/src/modules/voice/components/AvailableVersionsCard.tsx	217	224	ui-presentation,accessibility,design-system,correctness,plan-fidelity
src-app/ui/src/modules/voice/components/AvailableVersionsCard.tsx	233	239	ui-presentation,accessibility,design-system,correctness,plan-fidelity
src-app/ui/src/modules/voice/components/AvailableVersionsCard.tsx	264	268	ui-presentation,accessibility,design-system,correctness,plan-fidelity
src-app/ui/src/modules/voice/components/DownloadFailureRow.tsx	1	63	ui-presentation,accessibility,design-system,correctness,plan-fidelity
src-app/ui/src/modules/voice/gallery.tsx	9	9	plan-fidelity,ui-presentation,correctness,design-system
src-app/ui/src/modules/voice/gallery.tsx	109	179	plan-fidelity,ui-presentation,correctness,design-system
src-app/ui/src/modules/voice/stores/downloadProgress.helpers.test.ts	3	16	test-faithfulness,ui-presentation,correctness
src-app/ui/src/modules/voice/stores/downloadProgress.helpers.test.ts	60	104	test-faithfulness,ui-presentation,correctness
src-app/ui/src/modules/voice/stores/downloadProgress.helpers.ts	9	48	ui-presentation,correctness,dead-code,design-system
src-app/ui/tests/e2e/14-voice/voice-helpers.ts	270	290	test-faithfulness,test-coverage-claims,correctness,api-contract
src-app/ui/tests/e2e/14-voice/voice-helpers.ts	474	474	test-faithfulness,test-coverage-claims,correctness,api-contract
src-app/ui/tests/e2e/14-voice/voice-helpers.ts	550	564	test-faithfulness,test-coverage-claims,correctness,api-contract
src-app/ui/tests/e2e/14-voice/voice-helpers.ts	597	610	test-faithfulness,test-coverage-claims,correctness,api-contract
src-app/ui/tests/e2e/14-voice/voice-helpers.ts	686	686	test-faithfulness,test-coverage-claims,correctness,api-contract
src-app/ui/tests/e2e/14-voice/voice-model-mgmt.spec.ts	195	366	test-coverage-claims,test-faithfulness,ui-presentation,accessibility
